OriginID,calc_type,model,amplification,exposure,weight,file
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,damage,MIM,SA03,RB,0.025,calc_25598.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,damage,MIM,SA03,RF,0.075,calc_25601.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,damage,MIM,SA1,RB,0.025,calc_25599.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,damage,MIM,SA1,RF,0.075,calc_25602.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,damage,SAM,N/A,RB,0.175,calc_25881.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,damage,SAM,N/A,RF,0.525,calc_25882.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,MIM,PGV,RB,0.025,calc_25365.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,MIM,PGV,RF,0.075,calc_25368.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,MIM,SA03,RB,0.025,calc_25366.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,MIM,SA03,RF,0.075,calc_25369.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,MIM,SA1,RB,0.025,calc_25367.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,MIM,SA1,RF,0.075,calc_25370.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,SAM,N/A,RB,0.175,calc_25465.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuchatel_M6_0,risk,SAM,N/A,RF,0.525,calc_25466.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,MIM,PGV,RB,0.025,calc_26187.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,MIM,PGV,RF,0.075,calc_26190.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,MIM,SA03,RB,0.025,calc_26188.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,MIM,SA03,RF,0.075,calc_26191.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,MIM,SA1,RB,0.025,calc_26189.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,MIM,SA1,RF,0.075,calc_26192.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,SAM,N/A,RB,0.175,calc_25883.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,damage,SAM,N/A,RF,0.525,calc_25884.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,MIM,PGV,RB,0.025,calc_26133.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,MIM,PGV,RF,0.075,calc_26136.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,MIM,SA03,RB,0.025,calc_26134.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,MIM,SA03,RF,0.075,calc_26137.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,MIM,SA1,RB,0.025,calc_26135.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,MIM,SA1,RF,0.075,calc_26138.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,SAM,N/A,RB,0.175,calc_25467.hdf5
smi:ch.ethz.sed/scenario/Origin/Neuhausen_am_Rheinfall_M6_0,risk,SAM,N/A,RF,0.525,calc_25468.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,MIM,PGV,RB,0.025,calc_25798.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,MIM,PGV,RF,0.075,calc_25801.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,MIM,SA03,RB,0.025,calc_25799.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,MIM,SA03,RF,0.075,calc_25802.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,MIM,SA1,RB,0.025,calc_25800.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,MIM,SA1,RF,0.075,calc_25803.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,SAM,N/A,RB,0.175,calc_25885.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,damage,SAM,N/A,RF,0.525,calc_25886.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,MIM,PGV,RB,0.025,calc_25722.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,MIM,PGV,RF,0.075,calc_25725.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,MIM,SA03,RB,0.025,calc_25723.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,MIM,SA03,RF,0.075,calc_25726.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,MIM,SA1,RB,0.025,calc_25724.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,MIM,SA1,RF,0.075,calc_25727.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,SAM,N/A,RB,0.175,calc_25758.hdf5
smi:ch.ethz.sed/scenario/Origin/Olten_M6_0,risk,SAM,N/A,RF,0.525,calc_25759.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,MIM,PGV,RB,0.025,calc_26193.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,MIM,PGV,RF,0.075,calc_26196.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,MIM,SA03,RB,0.025,calc_26194.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,MIM,SA03,RF,0.075,calc_26197.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,MIM,SA1,RB,0.025,calc_26195.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,MIM,SA1,RF,0.075,calc_26198.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,SAM,N/A,RB,0.175,calc_26219.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,damage,SAM,N/A,RF,0.525,calc_26220.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,MIM,PGV,RB,0.025,calc_26139.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,MIM,PGV,RF,0.075,calc_26142.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,MIM,SA03,RB,0.025,calc_26140.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,MIM,SA03,RF,0.075,calc_26143.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,MIM,SA1,RB,0.025,calc_26141.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,MIM,SA1,RF,0.075,calc_26144.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,SAM,N/A,RB,0.175,calc_26165.hdf5
smi:ch.ethz.sed/scenario/Origin/Porrentruy_M6_0,risk,SAM,N/A,RF,0.525,calc_26166.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,MIM,PGV,RB,0.025,calc_25804.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,MIM,PGV,RF,0.075,calc_25807.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,MIM,SA03,RB,0.025,calc_25805.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,MIM,SA03,RF,0.075,calc_25808.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,MIM,SA1,RB,0.025,calc_25806.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,MIM,SA1,RF,0.075,calc_25809.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,SAM,N/A,RB,0.175,calc_25887.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,damage,SAM,N/A,RF,0.525,calc_25888.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,MIM,PGV,RB,0.025,calc_25740.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,MIM,PGV,RF,0.075,calc_25743.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,MIM,SA03,RB,0.025,calc_25741.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,MIM,SA03,RF,0.075,calc_25744.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,MIM,SA1,RB,0.025,calc_25742.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,MIM,SA1,RF,0.075,calc_25745.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,SAM,N/A,RB,0.175,calc_25760.hdf5
smi:ch.ethz.sed/scenario/Origin/Rapperswil_Jona_M6_0,risk,SAM,N/A,RF,0.525,calc_25761.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,MIM,PGV,RB,0.025,calc_25834.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,MIM,PGV,RF,0.075,calc_25837.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,MIM,SA03,RB,0.025,calc_25835.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,MIM,SA03,RF,0.075,calc_25838.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,MIM,SA1,RB,0.025,calc_25836.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,MIM,SA1,RF,0.075,calc_25839.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,SAM,N/A,RB,0.175,calc_25889.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,damage,SAM,N/A,RF,0.525,calc_25890.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,MIM,PGV,RB,0.025,calc_25818.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,MIM,PGV,RF,0.075,calc_25821.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,MIM,SA03,RB,0.025,calc_25819.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,MIM,SA03,RF,0.075,calc_25822.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,MIM,SA1,RB,0.025,calc_25820.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,MIM,SA1,RF,0.075,calc_25823.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,SAM,N/A,RB,0.175,calc_25830.hdf5
smi:ch.ethz.sed/scenario/Origin/Riehen_M6_0,risk,SAM,N/A,RF,0.525,calc_25831.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,MIM,PGV,RB,0.025,calc_25603.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,MIM,PGV,RF,0.075,calc_25606.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,MIM,SA03,RB,0.025,calc_25604.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,MIM,SA03,RF,0.075,calc_25607.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,MIM,SA1,RB,0.025,calc_25605.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,MIM,SA1,RF,0.075,calc_25608.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,SAM,N/A,RB,0.175,calc_25891.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,damage,SAM,N/A,RF,0.525,calc_25892.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,MIM,PGV,RB,0.025,calc_25371.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,MIM,PGV,RF,0.075,calc_25374.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,MIM,SA03,RB,0.025,calc_25372.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,MIM,SA03,RF,0.075,calc_25375.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,MIM,SA1,RB,0.025,calc_25373.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,MIM,SA1,RF,0.075,calc_25376.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,SAM,N/A,RB,0.175,calc_25469.hdf5
smi:ch.ethz.sed/scenario/Origin/Sarnen_M6_0,risk,SAM,N/A,RF,0.525,calc_25470.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,MIM,PGV,RB,0.025,calc_25609.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,MIM,PGV,RF,0.075,calc_25612.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,MIM,SA03,RB,0.025,calc_25610.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,MIM,SA03,RF,0.075,calc_25613.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,MIM,SA1,RB,0.025,calc_25611.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,MIM,SA1,RF,0.075,calc_25614.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,SAM,N/A,RB,0.175,calc_25893.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,damage,SAM,N/A,RF,0.525,calc_25894.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,MIM,PGV,RB,0.025,calc_25377.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,MIM,PGV,RF,0.075,calc_25380.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,MIM,SA03,RB,0.025,calc_25378.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,MIM,SA03,RF,0.075,calc_25381.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,MIM,SA1,RB,0.025,calc_25379.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,MIM,SA1,RF,0.075,calc_25382.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,SAM,N/A,RB,0.175,calc_25471.hdf5
smi:ch.ethz.sed/scenario/Origin/Schaffhausen_M6_0,risk,SAM,N/A,RF,0.525,calc_25472.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,MIM,PGV,RB,0.025,calc_26199.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,MIM,PGV,RF,0.075,calc_26202.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,MIM,SA03,RB,0.025,calc_26200.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,MIM,SA03,RF,0.075,calc_26203.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,MIM,SA1,RB,0.025,calc_26201.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,MIM,SA1,RF,0.075,calc_26204.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,SAM,N/A,RB,0.175,calc_26221.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,damage,SAM,N/A,RF,0.525,calc_26222.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,MIM,PGV,RB,0.025,calc_26145.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,MIM,PGV,RF,0.075,calc_26148.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,MIM,SA03,RB,0.025,calc_26146.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,MIM,SA03,RF,0.075,calc_26149.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,MIM,SA1,RB,0.025,calc_26147.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,MIM,SA1,RF,0.075,calc_26150.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,SAM,N/A,RB,0.175,calc_26167.hdf5
smi:ch.ethz.sed/scenario/Origin/Schattdorf_M6_0,risk,SAM,N/A,RF,0.525,calc_26168.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,MIM,PGV,RB,0.025,calc_25615.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,MIM,PGV,RF,0.075,calc_25618.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,MIM,SA03,RB,0.025,calc_25616.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,MIM,SA03,RF,0.075,calc_25619.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,MIM,SA1,RB,0.025,calc_25617.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,MIM,SA1,RF,0.075,calc_25620.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,SAM,N/A,RB,0.175,calc_25895.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,damage,SAM,N/A,RF,0.525,calc_25896.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,MIM,PGV,RB,0.025,calc_25383.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,MIM,PGV,RF,0.075,calc_25386.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,MIM,SA03,RB,0.025,calc_25384.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,MIM,SA03,RF,0.075,calc_25387.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,MIM,SA1,RB,0.025,calc_25385.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,MIM,SA1,RF,0.075,calc_25388.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,SAM,N/A,RB,0.175,calc_25473.hdf5
smi:ch.ethz.sed/scenario/Origin/Schwyz_M6_0,risk,SAM,N/A,RF,0.525,calc_25474.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,MIM,PGV,RB,0.025,calc_25621.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,MIM,PGV,RF,0.075,calc_25624.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,MIM,SA03,RB,0.025,calc_25622.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,MIM,SA03,RF,0.075,calc_25625.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,MIM,SA1,RB,0.025,calc_25623.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,MIM,SA1,RF,0.075,calc_25626.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,SAM,N/A,RB,0.175,calc_25897.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,damage,SAM,N/A,RF,0.525,calc_25898.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,MIM,PGV,RB,0.025,calc_25389.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,MIM,PGV,RF,0.075,calc_25392.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,MIM,SA03,RB,0.025,calc_25390.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,MIM,SA03,RF,0.075,calc_25393.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,MIM,SA1,RB,0.025,calc_25391.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,MIM,SA1,RF,0.075,calc_25394.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,SAM,N/A,RB,0.175,calc_25475.hdf5
smi:ch.ethz.sed/scenario/Origin/Sion_M6_0,risk,SAM,N/A,RF,0.525,calc_25476.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,MIM,PGV,RB,0.025,calc_25627.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,MIM,PGV,RF,0.075,calc_25630.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,MIM,SA03,RB,0.025,calc_25628.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,MIM,SA03,RF,0.075,calc_25631.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,MIM,SA1,RB,0.025,calc_25629.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,MIM,SA1,RF,0.075,calc_25632.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,SAM,N/A,RB,0.175,calc_25899.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,damage,SAM,N/A,RF,0.525,calc_25900.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,MIM,PGV,RB,0.025,calc_25395.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,MIM,PGV,RF,0.075,calc_25398.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,MIM,SA03,RB,0.025,calc_25396.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,MIM,SA03,RF,0.075,calc_25399.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,MIM,SA1,RB,0.025,calc_25397.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,MIM,SA1,RF,0.075,calc_25400.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,SAM,N/A,RB,0.175,calc_25477.hdf5
smi:ch.ethz.sed/scenario/Origin/Solothurn_M6_0,risk,SAM,N/A,RF,0.525,calc_25478.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,MIM,PGV,RB,0.025,calc_25639.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,MIM,PGV,RF,0.075,calc_25642.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,MIM,SA03,RB,0.025,calc_25640.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,MIM,SA03,RF,0.075,calc_25643.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,MIM,SA1,RB,0.025,calc_25641.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,MIM,SA1,RF,0.075,calc_25644.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,SAM,N/A,RB,0.175,calc_25903.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,damage,SAM,N/A,RF,0.525,calc_25904.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,MIM,PGV,RB,0.025,calc_25407.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,MIM,PGV,RF,0.075,calc_25410.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,MIM,SA03,RB,0.025,calc_25408.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,MIM,SA03,RF,0.075,calc_25411.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,MIM,SA1,RB,0.025,calc_25409.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,MIM,SA1,RF,0.075,calc_25412.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,SAM,N/A,RB,0.175,calc_25481.hdf5
smi:ch.ethz.sed/scenario/Origin/St_Gallen_M6_0,risk,SAM,N/A,RF,0.525,calc_25482.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,MIM,PGV,RB,0.025,calc_25633.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,MIM,PGV,RF,0.075,calc_25636.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,MIM,SA03,RB,0.025,calc_25634.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,MIM,SA03,RF,0.075,calc_25637.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,MIM,SA1,RB,0.025,calc_25635.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,MIM,SA1,RF,0.075,calc_25638.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,SAM,N/A,RB,0.175,calc_25901.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,damage,SAM,N/A,RF,0.525,calc_25902.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,MIM,PGV,RB,0.025,calc_25401.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,MIM,PGV,RF,0.075,calc_25404.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,MIM,SA03,RB,0.025,calc_25402.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,MIM,SA03,RF,0.075,calc_25405.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,MIM,SA1,RB,0.025,calc_25403.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,MIM,SA1,RF,0.075,calc_25406.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,SAM,N/A,RB,0.175,calc_25479.hdf5
smi:ch.ethz.sed/scenario/Origin/Stans_M6_0,risk,SAM,N/A,RF,0.525,calc_25480.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,MIM,PGV,RB,0.025,calc_25645.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,MIM,PGV,RF,0.075,calc_25648.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,MIM,SA03,RB,0.025,calc_25646.hdf5
