sid,eid,gmv_PGA,gmv_SA(0.1),gmv_SA(0.3),gmv_SA(0.4)
6,70,0.1286116,0.8277803,0.77677506,0.18569292
0,71,0.07085444,0.14463037,0.23306604,0.050153006
1,71,0.110335186,0.21061432,0.29990086,0.28254908
2,71,0.41681656,0.590285,0.8766036,0.5693776
3,71,0.28655344,0.66474867,1.9423565,2.2745104
4,71,0.85280365,1.5303831,0.760875,1.8355849
5,71,0.90998596,1.3526816,1.4680735,0.8219248
6,71,0.54364794,0.28128925,0.49482638,0.38989133
0,72,0.028547423,0.08295133,0.2528436,0.061081897
1,72,0.27948302,0.58240247,0.5875459,0.29909247
2,72,0.4982317,0.6922441,0.78039896,0.4012419
3,72,0.5146894,0.6986837,2.444652,1.5533241
4,72,0.31403136,1.3153177,1.4026021,0.71082765
5,72,0.43747264,1.751468,0.7807357,0.90959334
6,72,0.10699082,0.79622555,0.3440702,0.521833
0,73,0.10610504,0.12393916,0.11366255,0.17932677
1,73,0.14234191,0.41362798,0.7093799,0.38903722
2,73,0.37458196,0.3063169,0.6747607,0.28945503
3,73,0.73498076,0.3814433,2.936769,1.0108196
4,73,0.8028788,0.6270757,2.4770036,0.8505747
5,73,0.57508457,0.39267883,1.2869406,0.49501052
6,73,0.28048828,0.27189365,1.1728221,0.30272782
0,74,0.11451001,0.16306837,0.12789185,0.059566088
1,74,0.31833604,0.13108222,0.32060474,0.65246207
2,74,0.27312016,0.11716353,0.7211902,0.38263014
3,74,0.3685934,1.1829491,1.8164587,0.9349839
4,74,0.61069643,0.7663218,1.4904726,0.6890797
5,74,0.9830188,0.6608823,0.8518112,1.306426
6,74,0.23076592,0.25046334,0.9900855,0.32775566
0,75,0.09535893,0.036737602,0.26022685,0.17642684
1,75,0.13360356,0.12015055,0.30949858,0.37055084
2,75,0.19573586,0.13728394,0.43221498,0.23513195
3,75,0.36860496,0.3575154,0.86993873,1.2024227
4,75,1.0735617,0.40124294,1.0445579,1.0758331
5,75,1.184,0.22857368,2.5258136,0.6150575
6,75,0.7586726,0.2705521,0.9785032,0.3368865
0,76,0.103341624,0.10839361,0.377419,0.107626654
1,76,0.27849138,0.6947808,0.24893108,0.6353356
2,76,0.33638084,0.6179586,0.29345793,0.35683432
3,76,1.0479121,1.332081,1.1856452,0.622657
4,76,0.38342482,2.077426,1.1658425,2.7737792
5,76,0.27464947,1.0636444,0.89991766,1.2055328
6,76,0.11335806,0.56929666,0.4032675,0.26023358
0,77,0.027997555,0.07758993,0.1612424,0.21996109
1,77,0.1435039,0.23708677,0.41017485,0.5599582
2,77,0.20055449,0.085123345,0.29877758,0.84881645
3,77,0.18739201,0.43948328,0.7291533,2.3325377
4,77,0.33179277,0.29734334,0.8400221,1.738337
5,77,0.6733547,1.1131485,0.7162346,0.61692035
6,77,0.13823348,0.17642476,0.3134267,0.3732808
0,78,0.063187614,0.1864425,0.18314698,0.21981297
1,78,0.47988236,0.1718503,0.4161378,0.61996436
2,78,0.33094126,0.39181763,0.21732554,0.48607218
3,78,1.1448702,0.6127226,0.5175052,0.72739434
4,78,1.988169,0.9078544,0.61137116,0.9759067
5,78,0.84781224,0.5225759,1.3206928,0.6140176
6,78,0.95290864,0.30616078,0.879188,0.37881982
0,79,0.031156141,0.25395286,0.21419986,0.15243985
1,79,0.095057696,0.47261682,0.75428355,0.208039
2,79,0.23018542,0.74447954,0.94004786,0.65149647
3,79,0.32493222,3.433944,3.0628214,1.604007
4,79,0.3159209,1.8993483,2.1587112,1.0894166
5,79,0.23533623,1.5576464,2.8326104,0.95289236
6,79,0.22834854,0.878565,1.2967678,0.32922238
0,80,0.11017308,0.14394088,0.29648843,0.072331585
1,80,0.15972096,0.2532298,0.37546355,0.20199396
2,80,0.3400071,0.27806157,0.42273363,0.4556221
3,80,0.3513369,1.0759909,0.4655407,0.58671796
4,80,0.45992285,1.8249869,1.0916373,0.33999136
5,80,0.39640534,1.1650125,0.719741,0.37676856
6,80,0.2707699,0.32768247,0.17096388,0.095356
0,81,0.1098558,0.097794436,0.11097933,0.07395661
1,81,0.1547096,0.38624975,0.5355982,0.2832396
2,81,0.20715857,0.46275312,1.7800303,0.59860075
3,81,0.6524429,0.5374352,4.076203,1.7356826
4,81,0.6658447,0.63884926,3.1026847,1.6544011
5,81,1.4284189,0.9031834,2.6007855,1.5183107
6,81,0.23908447,0.2473682,0.5028288,0.8607518
0,82,0.046399467,0.097541295,0.12987149,0.043165196
1,82,0.34916097,0.15610343,0.42324957,0.32959983
2,82,0.16472694,0.2043488,0.45769837,0.72805595
3,82,0.563155,0.58267933,0.9375368,2.3817544
4,82,0.57801604,0.7378034,1.1008528,1.0749542
5,82,0.47021106,0.8572602,0.85746145,0.2843942
6,82,0.13400266,0.81117845,0.39019072,1.0350231
0,83,0.02281568,0.12609313,0.042483233,0.08351183
1,83,0.2502802,0.2647011,0.46620983,0.13481927
2,83,0.08248896,0.2215392,0.7966429,0.27434844
3,83,0.5168813,1.3049173,1.6493213,0.37887922
4,83,0.56613827,1.9412473,1.7374462,0.45530304
5,83,0.33444747,0.4188064,1.191317,0.49956098
6,83,0.21382162,0.38920802,1.1528136,0.36174923
0,84,0.038003508,0.07534756,0.13736875,0.16464704
1,84,0.103655994,0.6034072,1.7676111,0.22895749
2,84,0.15109602,0.5767091,0.34057122,0.29516873
3,84,0.4375167,2.628645,1.643011,0.73664016
4,84,0.3612652,0.8799972,1.3208473,0.82425624
5,84,0.35945466,0.75298166,0.8146899,0.66804904
6,84,0.29063475,0.49504086,0.53136384,0.59606296
0,85,0.08514295,0.41341588,0.14381719,0.3090078
1,85,0.38749397,0.44038153,0.2876241,0.30774614
2,85,0.13556617,0.64075303,0.87219316,0.4463432
3,85,0.80795217,1.4711354,2.439404,2.5841312
4,85,1.4731886,2.7278461,1.1253752,1.3193346
5,85,0.65953374,1.7924713,0.51199675,0.34798038
6,85,0.41854408,0.67105687,0.5084013,0.32422453
0,86,0.09736248,0.07756193,0.12435542,0.21998157
1,86,0.3420018,0.2833081,0.57186365,1.0320462
2,86,0.22159503,0.30499363,0.968359,0.34677503
3,86,0.4671312,0.7827942,1.7840174,1.0470438
4,86,0.3020233,0.84519464,0.43969464,0.67261606
5,86,0.22473048,0.32912886,1.0510821,0.49767104
6,86,0.16142088,0.35870674,0.19100896,0.7101364
0,87,0.08020873,0.10249732,0.11386416,0.17642687
1,87,0.2173454,0.26541138,0.23159115,0.291749
2,87,0.21451776,0.33450416,0.25294894,0.40732485
3,87,0.34978077,0.5489097,0.68208313,1.4841163
4,87,0.362198,0.37596807,0.43855524,1.1564503
5,87,0.24762812,0.5296164,0.51638234,0.7807005
6,87,0.12130796,0.14188722,0.28053775,0.28344452
0,88,0.16430904,0.13297012,0.1384965,0.26126385
1,88,0.28704885,0.23727448,0.44177786,0.5129937
2,88,0.20586698,0.2933971,0.5579732,0.6918531
3,88,0.7945185,2.3197439,0.58528507,1.5606881
4,88,1.4194285,0.8675692,1.2391462,0.94501877
5,88,0.46821523,0.37078914,1.0288744,1.0805877
6,88,0.48456785,0.9145471,0.71878606,1.059366
0,89,0.08877782,0.37929428,0.119143,0.20543039
1,89,0.19316512,0.3943759,0.5290613,0.31693155
2,89,0.29004037,0.83028793,0.5946269,0.6147791
3,89,0.9182554,1.1094077,1.1907436,1.026609
4,89,1.0684919,1.4491591,3.3165274,1.2806184
5,89,0.4226163,0.63812596,1.8069367,0.9719146
6,89,0.2248456,0.4740915,0.60401136,1.6530985
0,90,0.035412997,0.051205505,0.10013832,0.08154409
1,90,0.09551109,0.38058987,0.5808472,0.40567207
2,90,0.06749637,0.45838556,0.27868718,0.3008313
3,90,0.66829515,1.9016947,0.5620625,0.6275949
4,90,0.37871277,0.5454932,0.54231286,1.2841878
5,90,0.21646455,0.55338997,1.2361742,0.9670226
6,90,0.13854875,0.20579226,0.47394997,0.5221423
0,91,0.10785388,0.17002656,0.20290388,0.38616884
1,91,0.46397975,0.87428427,2.5918536,0.43288112
2,91,0.112556174,0.7082092,0.864497,0.33393657
3,91,0.45131025,1.9818436,3.2753227,0.7140829
4,91,0.81487924,1.940171,2.8936312,1.5965092
5,91,0.7932863,0.8588933,1.3652729,1.5173396
6,91,0.24588656,0.30718634,2.116738,1.5319197
0,92,0.12334408,0.12223384,0.09493291,0.26061827
1,92,0.4996459,0.65783983,0.23022352,0.4071627
2,92,0.4546229,0.31624532,0.34577605,0.5425505
3,92,0.8281554,1.1571031,0.82728183,1.8414488
4,92,0.68876284,1.0714192,1.1401582,1.4490873
5,92,0.43376777,1.1153378,1.0576613,0.42282045
6,92,0.26258948,0.27120772,0.30400833,0.5964273
0,93,0.08547393,0.123952046,0.09061133,0.12695645
1,93,0.28129864,0.31140357,0.29668704,0.36650392
2,93,0.2035175,0.39000326,0.31082547,0.20208198
3,93,0.7816935,0.91955507,1.1680253,0.6031094
4,93,0.46665218,0.9806337,0.7091241,0.81791365
5,93,0.4196971,1.0593662,0.5706019,0.7782744
6,93,0.160291,0.39208528,0.42737415,0.24258548
0,94,0.079239756,0.027875738,0.1390524,0.061816376
1,94,0.1353182,0.32136586,0.5084214,0.09416284
2,94,0.090414144,0.2285467,0.3176181,0.59587985
3,94,0.24885201,0.47560704,0.3849067,0.82362074
4,94,0.31488723,0.31735966,0.84583795,0.320639
5,94,0.5882945,0.75671387,1.2158675,1.2719843
6,94,0.08895165,0.16236869,0.2606851,0.26174283
0,95,0.09548663,0.29723,0.21820733,0.123131536
1,95,0.2367506,0.3662691,0.58690923,0.11224521
2,95,0.2858869,0.26088893,0.23781832,0.28039005
3,95,1.2589421,0.60828465,0.4774568,0.6453158
4,95,0.65590656,1.561181,1.3573642,0.7938083
5,95,0.5842683,0.86005497,1.5271457,0.75808394
6,95,0.33897674,0.7448726,0.72479576,0.40587682
0,96,0.07532728,0.18286982,0.30642954,0.1891562
1,96,0.29568905,0.21883425,0.5718479,0.40097964
2,96,0.33023772,0.55021906,0.26633215,0.3360518
3,96,1.0892136,0.63686395,1.4658568,1.172106
4,96,0.80223495,1.4418192,1.796641,0.9004628
5,96,0.7025154,0.50637424,3.9678783,1.4508516
6,96,0.23187603,0.3294233,0.9166046,0.2511591
0,97,0.05610542,0.10819079,0.1034071,0.32443106
1,97,0.34358844,0.6332314,0.15324946,0.2138467
2,97,0.1374937,0.20692275,0.16453752,0.17390689
3,97,0.42641813,0.5325277,0.24904889,1.1757404
4,97,0.31471077,2.1460276,0.28933156,0.9167486
5,97,0.2619556,0.64447504,0.23817357,0.7826697
6,97,0.15696056,0.3077172,0.20731369,0.52608764
0,98,0.025771432,0.12745373,0.06890788,0.10026645
1,98,0.35300872,0.10487677,0.11682847,0.14810985
2,98,0.25645402,0.631634,0.58388275,0.32445928
3,98,0.83680224,1.1883894,0.35262185,1.6929725
4,98,1.6120179,0.7811102,0.32421315,0.52148753
5,98,0.48468432,0.73776346,0.18963604,0.7989725
6,98,0.2193254,0.40340564,0.25441474,0.8157209
0,99,0.02430142,0.34740487,0.2649646,0.10402072
1,99,0.19177495,0.28104573,0.89258426,0.2978958
2,99,0.07210689,0.46598488,0.51967883,0.4387067
3,99,0.36517686,0.93873376,0.45045686,0.8224024
4,99,0.9783865,0.588021,1.5757155,0.48197517
5,99,0.2073797,1.1560861,0.93976665,1.0107495
6,99,0.18723737,0.48622566,0.3960797,0.20102505
