lat,lon,psa03_%g,lnpsa03_uncertainty
47.3333,9.4,0.964,0.6082
47.3333,9.4083,1.1660000000000001,0.6082
47.3333,9.4167,0.8142999999999999,0.6082
47.3333,9.425,0.7478999999999999,0.6082
47.3333,9.4333,0.7461,0.6082
47.3333,9.4417,0.7414000000000001,0.6082
47.3333,9.45,0.9515,0.6082
47.3333,9.4583,1.4869999999999999,0.6082
47.3333,9.4667,0.9581999999999999,0.6082
47.3333,9.475,0.7745,0.6082
47.3333,9.4833,0.7035,0.6082
47.3333,9.4917,0.6235999999999999,0.6082
47.3333,9.5,0.7135999999999999,0.6082
47.3333,9.5083,0.72,0.6082
47.3333,9.5167,0.7218999999999999,0.6082
47.3333,9.525,1.119,0.6082
47.3333,9.5333,0.8158999999999998,0.6082
47.3333,9.5417,1.321,0.6082
47.3333,9.55,1.7819999999999998,0.6082
47.3333,9.5583,1.9320000000000002,0.6082
47.3333,9.5667,1.8330000000000002,0.6082
47.3333,9.575,2.316,0.6082
47.3333,9.5833,1.125,0.6082
47.3333,9.5917,1.775,0.6082
47.3333,9.6,0.6197,0.6082
47.3333,9.6083,0.4841,0.6082
47.3333,9.6167,0.4753,0.6082
47.3333,9.625,0.5175,0.6082
47.3333,9.6333,1.4409999999999998,0.6082
47.3333,9.6417,1.11,0.6082
47.3333,9.65,0.5737,0.6082
47.3333,9.6583,0.577,0.6082
47.3333,9.6667,0.4589,0.6082
47.3333,9.675,0.45659999999999995,0.6082
47.3333,9.6833,0.4836,0.6082
47.3333,9.6917,0.4517,0.6082
47.3333,9.7,0.45469999999999994,0.6082
47.3333,9.7083,0.4492999999999999,0.6082
47.3333,9.7167,0.5658,0.6082
47.3333,9.725,0.4427,0.6082
47.3333,9.7333,0.4582,0.6082
47.3333,9.7417,0.4689,0.6082
47.3333,9.75,0.47680000000000006,0.6082
47.3333,9.7583,0.4379,0.6082
47.3333,9.7667,0.43110000000000004,0.6082
47.3333,9.775,0.42889999999999995,0.6082
47.3333,9.7833,0.4305,0.6082
47.3333,9.7917,0.4245,0.6082
47.3333,9.8,0.4228,0.6082
47.3333,9.8083,0.4406,0.6082
47.3333,9.8167,0.4292999999999999,0.6082
47.3333,9.825,0.41589999999999994,0.6082
47.3333,9.8333,0.41380000000000006,0.6082
47.3333,9.8417,0.41409999999999997,0.6082
47.3333,9.85,0.40969999999999995,0.6082
47.3333,9.8583,0.4075,0.6082
47.3333,9.8667,0.40549999999999997,0.6082
47.3333,9.875,0.4033999999999999,0.6082
47.3333,9.8833,0.4014,0.6082
47.3333,9.8917,0.3994,0.6082
47.3333,9.9,0.39740000000000003,0.6082
47.3333,9.9083,0.3954,0.6082
47.3333,9.9167,0.39339999999999997,0.6082
47.3333,9.925,0.3914,0.6082
47.3333,9.9333,0.38949999999999996,0.6082
47.3333,9.9417,0.3927,0.6082
47.3333,9.95,0.38559999999999994,0.6082
47.3333,9.9583,0.37249999999999994,0.6082
47.3333,9.9667,0.7816,0.6082
47.3333,9.975,0.38619999999999993,0.6082
47.3333,9.9833,0.37799999999999995,0.6082
47.3333,9.9917,0.37609999999999993,0.6082
47.3333,10,0.3831,0.6082
47.3333,10.0083,0.3731,0.6082
47.3333,10.0167,0.37249999999999994,0.6082
47.3333,10.025,0.68,0.6082
47.3333,10.0333,0.6766999999999999,0.6082
47.3333,10.0417,0.6734,0.6082
47.3333,10.05,0.6701,0.6082
47.3333,10.0583,0.6668,0.6082
47.3333,10.0667,0.6636,0.6082
47.3333,10.075,0.6603,0.6082
47.3333,10.0833,0.6571,0.6082
47.3333,10.0917,0.6538999999999999,0.6082
47.3333,10.1,0.6507999999999999,0.6082
47.3333,10.1083,0.6476,0.6082
47.3333,10.1167,0.6445,0.6082
47.3333,10.125,0.6414000000000001,0.6082
47.3333,10.1333,0.6383,0.6082
47.3333,10.1417,0.6352,0.6082
47.3333,10.15,0.6321,0.6082
47.3333,10.1583,0.7172,0.6082
47.3333,10.1667,0.7137,0.6082
47.3333,10.175,0.6653,0.6082
47.3333,10.1833,0.6621,0.6082
47.3333,10.1917,0.6171,0.6082
47.3333,10.2,0.6142,0.6082
47.3333,10.2083,0.6112,0.6082
47.3333,10.2167,0.6083,0.6082
47.3333,10.225,0.6053999999999999,0.6082
47.3333,10.2333,0.6024999999999999,0.6082
47.3333,10.2417,0.5997,0.6082
47.3333,10.25,0.5968,0.6082
47.3333,10.2583,0.7366999999999999,0.6082
47.3333,10.2667,0.7332000000000001,0.6082
47.3333,10.275,0.5884,0.6082
47.3333,10.2833,0.5856,0.6082
47.3333,10.2917,0.5829,0.6082
47.3333,10.3,0.5801,0.6082
47.3333,10.3083,0.5773999999999999,0.6082
47.3333,10.3167,0.5747,0.6082
47.3333,10.325,0.572,0.6082
47.3333,10.3333,0.5692999999999999,0.6082
47.3333,10.3417,0.5666,0.6082
47.3333,10.35,0.564,0.6082
47.3333,10.3583,0.5614,0.6082
47.3333,10.3667,0.5587,0.6082
47.3333,10.375,0.5560999999999999,0.6082
47.3333,10.3833,0.5535,0.6082
47.3333,10.3917,0.5509999999999999,0.6082
47.3333,10.4,0.5484,0.6082
47.3333,10.4083,0.5459,0.6082
47.3333,10.4167,0.5433,0.6082
47.3333,10.425,0.5408,0.6082
47.3333,10.4333,0.5383,0.6082
47.3333,10.4417,0.5358,0.6082
47.3333,10.45,0.5334,0.6082
47.3333,10.4583,0.5309,0.6082
47.3333,10.4667,0.5285,0.6082
47.3333,10.475,0.526,0.6082
47.3333,10.4833,0.5236,0.6082
47.3333,10.4917,0.5212,0.6082
47.3333,10.5,0.5187999999999999,0.6082
47.3333,10.5083,0.5164,0.6082
47.3333,10.5167,0.5140999999999999,0.6082
47.3333,10.525,0.5117,0.6082
47.3333,10.5333,0.5094,0.6082
47.3333,10.5417,0.5071,0.6082
47.3333,10.55,0.5048,0.6082
47.3333,10.5583,0.5025,0.6082
47.3333,10.5667,0.5002,0.6082
47.3333,10.575,0.4978999999999999,0.6082
47.3333,10.5833,0.4957,0.6082
47.3333,10.5917,0.49339999999999995,0.6082
47.3333,10.6,0.4912,0.6082
47.325,5.9,1.703,0.6082
47.325,5.9083,1.7119999999999997,0.6082
47.325,5.9167,1.69,0.6082
47.325,5.925,1.7,0.6082
47.325,5.9333,1.679,0.6082
47.325,5.9417,1.688,0.6082
47.325,5.95,1.636,0.6082
47.325,5.9583,1.645,0.6082
47.325,5.9667,1.6549999999999998,0.6082
47.325,5.975,1.6649999999999998,0.6082
47.325,5.9833,1.8049999999999997,0.6082
47.325,5.9917,1.8159999999999998,0.6082
47.325,6,1.826,0.6082
47.325,6.0083,1.8369999999999997,0.6082
47.325,6.0167,1.7639999999999998,0.6082
47.325,6.025,1.774,0.6082
47.325,6.0333,1.8359999999999999,0.6082
47.325,6.0417,1.847,0.6082
47.325,6.05,1.1969999999999998,0.6082
47.325,6.0583,1.2040000000000002,0.6082
47.325,6.0667,1.211,0.6082
47.325,6.075,1.219,0.6082
47.325,6.0833,1.226,0.6082
47.325,6.0917,1.234,0.6082
47.325,6.1,1.2409999999999999,0.6082
47.325,6.1083,1.2489999999999999,0.6082
47.325,6.1167,1.257,0.6082
47.325,6.125,1.2639999999999998,0.6082
47.325,6.1333,2.0129999999999995,0.6082
47.325,6.1417,2.025,0.6082
47.325,6.15,2.019,0.6082
47.325,6.1583,2.032,0.6082
47.325,6.1667,2.025,0.6082
47.325,6.175,2.038,0.6082
47.325,6.1833,2.0509999999999997,0.6082
47.325,6.1917,2.064,0.6082
47.325,6.2,2.077,0.6082
47.325,6.2083,2.091,0.6082
47.325,6.2167,2.104,0.6082
47.325,6.225,2.118,0.6082
47.325,6.2333,2.172,0.6082
47.325,6.2417,2.186,0.6082
47.325,6.25,2.2,0.6082
47.325,6.2583,2.214,0.6082
47.325,6.2667,2.2289999999999996,0.6082
47.325,6.275,2.243,0.6082
47.325,6.2833,2.258,0.6082
47.325,6.2917,2.273,0.6082
47.325,6.3,1.447,0.6082
47.325,6.3083,1.456,0.6082
47.325,6.3167,1.4659999999999997,0.6082
47.325,6.325,1.4759999999999998,0.6082
47.325,6.3333,1.486,0.6082
47.325,6.3417,1.4959999999999998,0.6082
47.325,6.35,2.21,0.6082
47.325,6.3583,2.226,0.6082
47.325,6.3667,1.527,0.6082
47.325,6.375,1.5369999999999997,0.6082
47.325,6.3833,1.5479999999999998,0.6082
47.325,6.3917,1.5579999999999998,0.6082
47.325,6.4,1.569,0.6082
47.325,6.4083,1.58,0.6082
47.325,6.4167,1.5909999999999997,0.6082
47.325,6.425,1.603,0.6082
47.325,6.4333,1.614,0.6082
47.325,6.4417,1.6250000000000002,0.6082
47.325,6.45,1.6369999999999998,0.6082
47.325,6.4583,1.649,0.6082
47.325,6.4667,1.6609999999999998,0.6082
47.325,6.475,1.673,0.6082
47.325,6.4833,1.6849999999999998,0.6082
47.325,6.4917,1.697,0.6082
47.325,6.5,1.7089999999999999,0.6082
47.325,6.5083,1.722,0.6082
47.325,6.5167,1.7349999999999999,0.6082
47.325,6.525,1.7479999999999996,0.6082
47.325,6.5333,1.761,0.6082
47.325,6.5417,1.774,0.6082
47.325,6.55,1.787,0.6082
47.325,6.5583,1.801,0.6082
47.325,6.5667,1.8139999999999998,0.6082
47.325,6.575,1.828,0.6082
47.325,6.5833,1.8419999999999999,0.6082
47.325,6.5917,1.856,0.6082
47.325,6.6,2.96,0.6082
47.325,6.6083,2.9829999999999997,0.6082
47.325,6.6167,3.006,0.6082
47.325,6.625,3.03,0.6082
47.325,6.6333,3.054,0.6082
47.325,6.6417,3.078,0.6082
47.325,6.65,1.9609999999999999,0.6082
47.325,6.6583,1.9769999999999996,0.6082
47.325,6.6667,1.9929999999999999,0.6082
47.325,6.675,2.009,0.6082
47.325,6.6833,3.2039999999999997,0.6082
47.325,6.6917,3.231,0.6082
47.325,6.7,2.0589999999999997,0.6082
47.325,6.7083,2.0759999999999996,0.6082
47.325,6.7167,2.094,0.6082
47.325,6.725,2.1109999999999998,0.6082
47.325,6.7333,2.129,0.6082
47.325,6.7417,2.147,0.6082
47.325,6.75,2.1659999999999995,0.6082
47.325,6.7583,2.1839999999999997,0.6082
47.325,6.7667,2.2030000000000003,0.6082
47.325,6.775,2.223,0.6082
47.325,6.7833,2.8850000000000002,0.6082
47.325,6.7917,1.21,0.6082
47.325,6.8,1.905,0.6082
47.325,6.8083,1.651,0.6082
47.325,6.8167,1.392,0.6082
47.325,6.825,1.3059999999999998,0.6082
47.325,6.8333,1.511,0.6082
47.325,6.8417,1.6149999999999998,0.6082
47.325,6.85,1.2429999999999999,0.6082
47.325,6.8583,1.858,0.6082
47.325,6.8667,1.45,0.6082
47.325,6.875,1.3539999999999999,0.6082
47.325,6.8833,1.535,0.6082
47.325,6.8917,1.38,0.6082
47.325,6.9,1.8569999999999998,0.6082
47.325,6.9083,1.7879999999999998,0.6082
47.325,6.9167,1.985,0.6082
47.325,6.925,1.8679999999999999,0.6082
47.325,6.9333,1.7469999999999999,0.6082
47.325,6.9417,2.401,0.6082
47.325,6.95,2.488,0.6082
47.325,6.9583,2.519,0.6082
47.325,6.9667,2.546,0.6082
47.325,6.975,2.268,0.6082
47.325,6.9833,2.5419999999999994,0.6082
47.325,6.9917,2.589,0.6082
47.325,7,2.654,0.6082
47.325,7.0083,2.682,0.6082
47.325,7.0167,2.711,0.6082
47.325,7.025,2.661,0.6082
47.325,7.0333,1.902,0.6082
47.325,7.0417,1.929,0.6082
47.325,7.05,2.831,0.6082
47.325,7.0583,2.534,0.6082
47.325,7.0667,2.182,0.6082
47.325,7.075,2.7889999999999997,0.6082
47.325,7.0833,2.4479999999999995,0.6082
47.325,7.0917,1.797,0.6082
47.325,7.1,1.853,0.6082
47.325,7.1083,1.82,0.6082
47.325,7.1167,1.9489999999999998,0.6082
47.325,7.125,1.8440000000000003,0.6082
47.325,7.1333,1.8659999999999999,0.6082
47.325,7.1417,1.903,0.6082
47.325,7.15,1.924,0.6082
47.325,7.1583,3.2889999999999997,0.6082
47.325,7.1667,2.106,0.6082
47.325,7.175,2.0759999999999996,0.6082
47.325,7.1833,2.187,0.6082
47.325,7.1917,2.156,0.6082
47.325,7.2,2.199,0.6082
47.325,7.2083,2.192,0.6082
47.325,7.2167,2.291,0.6082
47.325,7.225,2.39,0.6082
47.325,7.2333,2.276,0.6082
47.325,7.2417,2.469,0.6082
47.325,7.25,2.235,0.6092
47.325,7.2583,2.36,0.6105
47.325,7.2667,4.178999999999999,0.6117
47.325,7.275,4.237,0.6129
47.325,7.2833,4.274,0.6141
47.325,7.2917,4.3309999999999995,0.6153
47.325,7.3,4.353,0.6164
47.325,7.3083,3.3969999999999994,0.6176
47.325,7.3167,3.7179999999999995,0.6187
47.325,7.325,3.586,0.6198
47.325,7.3333,3.5489999999999995,0.6209
47.325,7.3417,3.7679999999999993,0.622
47.325,7.35,3.6219999999999994,0.6231
47.325,7.3583,3.584,0.6241
47.325,7.3667,3.415,0.6251
47.325,7.375,2.7049999999999996,0.6261
47.325,7.3833,2.769,0.6271
47.325,7.3917,3.268,0.628
47.325,7.4,2.875,0.6289
47.325,7.4083,3.6699999999999995,0.6298
47.325,7.4167,4.861,0.6307
47.325,7.425,4.9159999999999995,0.6315
47.325,7.4333,3.637999999999999,0.6324
47.325,7.4417,3.243,0.6331
47.325,7.45,4.9959999999999996,0.6339
47.325,7.4583,4.338,0.6346
47.325,7.4667,5.398,0.6353
47.325,7.475,4.385,0.6359
47.325,7.4833,3.311,0.6365
47.325,7.4917,3.1310000000000002,0.6371
47.325,7.5,3.185,0.6376
47.325,7.5083,3.6719999999999997,0.6381
47.325,7.5167,4.724,0.6386
47.325,7.525,5.214999999999999,0.639
47.325,7.5333,5.114,0.6394
47.325,7.5417,3.849999999999999,0.6397
47.325,7.55,3.2390000000000003,0.64
47.325,7.5583,3.294,0.6402
47.325,7.5667,3.315,0.6404
47.325,7.575,3.8939999999999997,0.6406
47.325,7.5833,4.148000000000001,0.6407
47.325,7.5917,4.151,0.6408
47.325,7.6,4.419,0.6408
47.325,7.6083,3.3349999999999995,0.6408
47.325,7.6167,3.307,0.6407
47.325,7.625,3.784,0.6406
47.325,7.6333,3.3009999999999997,0.6404
47.325,7.6417,4.382,0.6402
47.325,7.65,3.459,0.64
47.325,7.6583,3.3199999999999994,0.6397
47.325,7.6667,3.3219999999999996,0.6394
47.325,7.675,4.9879999999999995,0.639
47.325,7.6833,5.701,0.6386
47.325,7.6917,4.036,0.6381
47.325,7.7,4.079,0.6376
47.325,7.7083,5.278,0.6371
47.325,7.7167,5.209,0.6365
47.325,7.725,3.08,0.6359
47.325,7.7333,4.215,0.6353
47.325,7.7417,4.185,0.6346
47.325,7.75,3.3519999999999994,0.6339
47.325,7.7583,4.558,0.6331
47.325,7.7667,3.2439999999999998,0.6323
47.325,7.775,3.91,0.6315
47.325,7.7833,3.013,0.6307
47.325,7.7917,3.4949999999999997,0.6298
47.325,7.8,3.8949999999999996,0.6289
47.325,7.8083,4.18,0.628
47.325,7.8167,7.608,0.6271
47.325,7.825,6.332999999999999,0.6261
47.325,7.8333,6.305000000000001,0.6251
47.325,7.8417,6.317,0.6241
47.325,7.85,6.026,0.623
47.325,7.8583,2.653,0.622
47.325,7.8667,2.5699999999999994,0.6209
47.325,7.875,2.533,0.6198
47.325,7.8833,3.1329999999999996,0.6187
47.325,7.8917,2.682,0.6175
47.325,7.9,4.928,0.6164
47.325,7.9083,3.3820000000000006,0.6152
47.325,7.9167,3.267,0.614
47.325,7.925,3.146,0.6129
47.325,7.9333,3.1119999999999997,0.6116
47.325,7.9417,3.574,0.6104
47.325,7.95,3.108,0.6092
47.325,7.9583,3.1609999999999996,0.6082
47.325,7.9667,3.1939999999999995,0.6082
47.325,7.975,3.65,0.6082
47.325,7.9833,6.244,0.6082
47.325,7.9917,2.927,0.6082
47.325,8,3.2889999999999997,0.6082
47.325,8.0083,2.8579999999999997,0.6082
47.325,8.0167,3.823,0.6082
47.325,8.025,3.217,0.6082
47.325,8.0333,3.355,0.6082
47.325,8.0417,4.425,0.6082
47.325,8.05,4.252000000000001,0.6082
47.325,8.0583,2.649,0.6082
47.325,8.0667,2.756,0.6082
47.325,8.075,2.5389999999999997,0.6082
47.325,8.0833,2.541,0.6082
47.325,8.0917,3.4849999999999994,0.6082
47.325,8.1,3.168,0.6082
47.325,8.1083,2.77,0.6082
47.325,8.1167,2.444,0.6082
47.325,8.125,2.373,0.6082
47.325,8.1333,2.38,0.6082
47.325,8.1417,2.426,0.6082
47.325,8.15,2.327,0.6082
47.325,8.1583,2.516,0.6082
47.325,8.1667,2.2359999999999998,0.6082
47.325,8.175,2.255,0.6082
47.325,8.1833,3.1149999999999998,0.6082
47.325,8.1917,4.148000000000001,0.6082
47.325,8.2,3.7469999999999994,0.6082
47.325,8.2083,2.322,0.6082
47.325,8.2167,2.0929999999999995,0.6082
47.325,8.225,2.1359999999999997,0.6082
47.325,8.2333,2.7239999999999998,0.6082
47.325,8.2417,2.068,0.6082
47.325,8.25,2.0599999999999996,0.6082
47.325,8.2583,2.0709999999999997,0.6082
47.325,8.2667,2.239,0.6082
47.325,8.275,2.742,0.6082
47.325,8.2833,1.9629999999999999,0.6082
47.325,8.2917,1.9359999999999997,0.6082
47.325,8.3,3.477,0.6082
47.325,8.3083,6.014,0.6082
47.325,8.3167,3,0.6082
47.325,8.325,2.6860000000000004,0.6082
47.325,8.3333,2.214,0.6082
47.325,8.3417,2.355,0.6082
47.325,8.35,1.922,0.6082
47.325,8.3583,4.31,0.6082
47.325,8.3667,4.434,0.6082
47.325,8.375,2.214,0.6082
47.325,8.3833,1.761,0.6082
47.325,8.3917,1.7249999999999996,0.6082
47.325,8.4,1.7339999999999998,0.6082
47.325,8.4083,2.1510000000000002,0.6082
47.325,8.4167,3.4899999999999998,0.6082
47.325,8.425,1.7119999999999997,0.6082
47.325,8.4333,1.6910000000000003,0.6082
47.325,8.4417,2.4649999999999994,0.6082
47.325,8.45,1.64,0.6082
47.325,8.4583,1.702,0.6082
47.325,8.4667,5.584999999999999,0.6082
47.325,8.475,1.575,0.6082
47.325,8.4833,1.8109999999999997,0.6082
47.325,8.4917,1.4580000000000002,0.6082
47.325,8.5,1.672,0.6082
47.325,8.5083,1.898,0.6082
47.325,8.5167,1.801,0.6082
47.325,8.525,1.8679999999999999,0.6082
47.325,8.5333,1.4929999999999999,0.6082
47.325,8.5417,3.0200000000000005,0.6082
47.325,8.55,1.9609999999999999,0.6082
47.325,8.5583,1.9449999999999998,0.6082
47.325,8.5667,2.7800000000000002,0.6082
47.325,8.575,1.4029999999999998,0.6082
47.325,8.5833,1.4029999999999998,0.6082
47.325,8.5917,1.72,0.6082
47.325,8.6,1.41,0.6082
47.325,8.6083,1.448,0.6082
47.325,8.6167,1.508,0.6082
47.325,8.625,1.431,0.6082
47.325,8.6333,1.3430000000000002,0.6082
47.325,8.6417,1.349,0.6082
47.325,8.65,1.395,0.6082
47.325,8.6583,1.503,0.6082
47.325,8.6667,1.295,0.6082
47.325,8.675,1.396,0.6082
47.325,8.6833,1.2849999999999997,0.6082
47.325,8.6917,2.086,0.6082
47.325,8.7,4.444,0.6082
47.325,8.7083,3.0029999999999997,0.6082
47.325,8.7167,2.7289999999999996,0.6082
47.325,8.725,2.585,0.6082
47.325,8.7333,1.454,0.6082
47.325,8.7417,1.6309999999999998,0.6082
47.325,8.75,1.277,0.6082
47.325,8.7583,1.4709999999999999,0.6082
47.325,8.7667,2.226,0.6082
47.325,8.775,1.8139999999999998,0.6082
47.325,8.7833,1.418,0.6082
47.325,8.7917,1.373,0.6082
47.325,8.8,2.3059999999999996,0.6082
47.325,8.8083,2.7829999999999995,0.6082
47.325,8.8167,2.247,0.6082
47.325,8.825,1.7059999999999997,0.6082
47.325,8.8333,1.161,0.6082
47.325,8.8417,1.184,0.6082
47.325,8.85,1.139,0.6082
47.325,8.8583,1.146,0.6082
47.325,8.8667,1.2989999999999997,0.6082
47.325,8.875,1.3339999999999999,0.6082
47.325,8.8833,1.111,0.6082
47.325,8.8917,1.0479999999999998,0.6082
47.325,8.9,1.0969999999999998,0.6082
47.325,8.9083,1.13,0.6082
47.325,8.9167,1.2750000000000001,0.6082
47.325,8.925,1.095,0.6082
47.325,8.9333,0.9948999999999999,0.6082
47.325,8.9417,0.9157,0.6082
47.325,8.95,0.9285999999999999,0.6082
47.325,8.9583,0.8997,0.6082
47.325,8.9667,0.8792,0.6082
47.325,8.975,0.9144999999999999,0.6082
47.325,8.9833,0.8708999999999999,0.6082
47.325,8.9917,0.9516999999999999,0.6082
47.325,9,1.101,0.6082
47.325,9.0083,0.9539,0.6082
47.325,9.0167,0.9948999999999999,0.6082
47.325,9.025,0.9645999999999999,0.6082
47.325,9.0333,0.9529,0.6082
47.325,9.0417,0.9337999999999999,0.6082
47.325,9.05,0.9079999999999999,0.6082
47.325,9.0583,0.9675999999999999,0.6082
47.325,9.0667,0.9628999999999998,0.6082
47.325,9.075,0.9563,0.6082
47.325,9.0833,1.1749999999999998,0.6082
47.325,9.0917,0.9682999999999998,0.6082
47.325,9.1,0.9141999999999999,0.6082
47.325,9.1083,0.9308999999999998,0.6082
47.325,9.1167,0.8819999999999999,0.6082
47.325,9.125,0.8991,0.6082
47.325,9.1333,0.8686000000000001,0.6082
47.325,9.1417,0.8539999999999999,0.6082
47.325,9.15,0.8487999999999999,0.6082
47.325,9.1583,0.8936999999999999,0.6082
47.325,9.1667,1.219,0.6082
47.325,9.175,0.8936,0.6082
47.325,9.1833,0.8774,0.6082
47.325,9.1917,1.033,0.6082
47.325,9.2,0.8558999999999999,0.6082
47.325,9.2083,0.8713000000000001,0.6082
47.325,9.2167,1.005,0.6082
47.325,9.225,0.8585999999999998,0.6082
47.325,9.2333,0.9455000000000001,0.6082
47.325,9.2417,0.8492999999999999,0.6082
47.325,9.25,0.8686000000000001,0.6082
47.325,9.2583,0.8382999999999999,0.6082
47.325,9.2667,0.8308999999999999,0.6082
47.325,9.275,0.7985999999999999,0.6082
47.325,9.2833,0.7760999999999999,0.6082
47.325,9.2917,0.7772,0.6082
47.325,9.3,0.8152,0.6082
47.325,9.3083,0.7662,0.6082
47.325,9.3167,0.7484000000000001,0.6082
47.325,9.325,0.8046,0.6082
47.325,9.3333,0.8409999999999999,0.6082
47.325,9.3417,0.8043,0.6082
47.325,9.35,0.8535,0.6082
47.325,9.3583,1.095,0.6082
47.325,9.3667,0.9549000000000001,0.6082
47.325,9.375,0.7742,0.6082
47.325,9.3833,0.7651999999999999,0.6082
47.325,9.3917,0.7663,0.6082
47.325,9.4,0.7318,0.6082
47.325,9.4083,0.7638999999999999,0.6082
47.325,9.4167,0.7956999999999999,0.6082
47.325,9.425,0.8575999999999999,0.6082
47.325,9.4333,1.2379999999999998,0.6082
47.325,9.4417,0.8248,0.6082
47.325,9.45,0.7317,0.6082
47.325,9.4583,0.658,0.6082
47.325,9.4667,0.6941999999999999,0.6082
47.325,9.475,0.6356999999999999,0.6082
47.325,9.4833,0.6688000000000001,0.6082
47.325,9.4917,0.8265999999999999,0.6082
47.325,9.5,0.6950000000000001,0.6082
47.325,9.5083,0.6888,0.6082
47.325,9.5167,0.7132,0.6082
47.325,9.525,0.5161,0.6082
47.325,9.5333,0.5381999999999999,0.6082
47.325,9.5417,0.5223,0.6082
47.325,9.55,0.63,0.6082
47.325,9.5583,1.307,0.6082
47.325,9.5667,2.46,0.6082
47.325,9.575,2.012,0.6082
47.325,9.5833,1.9769999999999996,0.6082
47.325,9.5917,1.7570000000000001,0.6082
47.325,9.6,2.355,0.6082
47.325,9.6083,2.299,0.6082
47.325,9.6167,0.6779,0.6082
47.325,9.625,0.4642,0.6082
47.325,9.6333,1.19,0.6082
47.325,9.6417,0.49319999999999997,0.6082
47.325,9.65,0.4846,0.6082
47.325,9.6583,0.4747,0.6082
47.325,9.6667,0.4587,0.6082
47.325,9.675,0.45589999999999997,0.6082
47.325,9.6833,0.45369999999999994,0.6082
47.325,9.6917,0.46259999999999996,0.6082
47.325,9.7,0.449,0.6082
47.325,9.7083,0.4528,0.6082
47.325,9.7167,0.4442,0.6082
47.325,9.725,0.442,0.6082
47.325,9.7333,0.4396,0.6082
47.325,9.7417,0.4373,0.6082
47.325,9.75,0.4358,0.6082
47.325,9.7583,0.44289999999999996,0.6082
47.325,9.7667,0.4305999999999999,0.6082
47.325,9.775,0.7178999999999999,0.6082
47.325,9.7833,0.4595999999999999,0.6082
47.325,9.7917,0.42919999999999997,0.6082
47.325,9.8,0.4219,0.6082
47.325,9.8083,0.4196999999999999,0.6082
47.325,9.8167,0.4282,0.6082
47.325,9.825,0.4154,0.6082
47.325,9.8333,0.41329999999999995,0.6082
47.325,9.8417,0.41879999999999995,0.6082
47.325,9.85,0.4098,0.6082
47.325,9.8583,0.4076,0.6082
47.325,9.8667,0.4149999999999999,0.6082
47.325,9.875,0.4065,0.6082
47.325,9.8833,0.4083,0.6082
47.325,9.8917,0.4256,0.6082
47.325,9.9,0.5634999999999999,0.6082
47.325,9.9083,0.40919999999999995,0.6082
47.325,9.9167,0.43639999999999995,0.6082
47.325,9.925,0.40669999999999995,0.6082
47.325,9.9333,0.40800000000000003,0.6082
47.325,9.9417,0.3879,0.6082
47.325,9.95,0.3872,0.6082
47.325,9.9583,0.4075,0.6082
47.325,9.9667,0.4298,0.6082
47.325,9.975,0.5259,0.6082
47.325,9.9833,0.3783,0.6082
47.325,9.9917,0.3954,0.6082
47.325,10,0.38619999999999993,0.6082
47.325,10.0083,0.3721,0.6082
47.325,10.0167,0.3702,0.6082
47.325,10.025,0.6793999999999999,0.6082
47.325,10.0333,0.676,0.6082
47.325,10.0417,0.6727,0.6082
47.325,10.05,0.6694,0.6082
47.325,10.0583,0.6662,0.6082
47.325,10.0667,0.6628999999999999,0.6082
47.325,10.075,0.6597000000000001,0.6082
47.325,10.0833,0.6565,0.6082
47.325,10.0917,0.6533,0.6082
47.325,10.1,0.6501,0.6082
47.325,10.1083,0.647,0.6082
47.325,10.1167,0.6438999999999999,0.6082
47.325,10.125,0.6406999999999999,0.6082
47.325,10.1333,0.6377,0.6082
47.325,10.1417,0.6345999999999999,0.6082
47.325,10.15,0.6315000000000001,0.6082
47.325,10.1583,0.7164999999999999,0.6082
47.325,10.1667,0.7131000000000001,0.6082
47.325,10.175,0.6646,0.6082
47.325,10.1833,0.6614,0.6082
47.325,10.1917,0.6164999999999999,0.6082
47.325,10.2,0.6135999999999999,0.6082
47.325,10.2083,0.6106999999999999,0.6082
47.325,10.2167,0.6078,0.6082
47.325,10.225,0.6049,0.6082
47.325,10.2333,0.6020000000000001,0.6082
47.325,10.2417,0.5991,0.6082
47.325,10.25,0.5962999999999999,0.6082
47.325,10.2583,0.7360000000000001,0.6082
47.325,10.2667,0.7325999999999999,0.6082
47.325,10.275,0.5879,0.6082
47.325,10.2833,0.5851,0.6082
47.325,10.2917,0.5824,0.6082
47.325,10.3,0.5796,0.6082
47.325,10.3083,0.5769,0.6082
47.325,10.3167,0.5741999999999999,0.6082
47.325,10.325,0.5715,0.6082
47.325,10.3333,0.5688,0.6082
47.325,10.3417,0.5661,0.6082
47.325,10.35,0.5634999999999999,0.6082
47.325,10.3583,0.5609,0.6082
47.325,10.3667,0.5583,0.6082
47.325,10.375,0.5557,0.6082
47.325,10.3833,0.5531,0.6082
47.325,10.3917,0.5505,0.6082
47.325,10.4,0.5478999999999999,0.6082
47.325,10.4083,0.5454,0.6082
47.325,10.4167,0.5428999999999999,0.6082
47.325,10.425,0.5404,0.6082
47.325,10.4333,0.5379,0.6082
47.325,10.4417,0.5354,0.6082
47.325,10.45,0.5329,0.6082
47.325,10.4583,0.5305,0.6082
47.325,10.4667,0.5279999999999999,0.6082
47.325,10.475,0.5256,0.6082
